,Factory Name,Address,Country,Total Number of Workers,Men,Women,Total Men Percentage,Total Women Percentage,Total Employee
587,Spring Inc Unit 1,"SF No 582 583 Nalli Gounder Nagar Nallur Vijayapuram PO Kangayam RoadTiruppur Tamil Nadu 641606",India,173,85.0,88.0,(49.1)%,(50.9)%,173.0
588,Sree Baba Fabrics,633 Allwin Nagar Near Veera Mahal Kovai Road Karur Tamil Nadu 639 002,India,494,146.0,348.0,(29.6)%,(70.4)%,494.0
589,SSG Apparels Unit 3,"No 11 & 14 Pallavada Technical Textile Park Pvt Ltd Gurumanthur Main RoadKolappalur Post Gobichettipalayam Taluk Erode Tamil Nadu 638456",India,798,236.0,562.0,(29.6)%,(70.4)%,798.0
590,Stanfab Apparels Pvt Ltd Sipcot,"No K52 Sipcot Industrial Estate Katrambakkam Village Road IrungatukkotaiSriperumbuthur Kanchipuram District Chennai Tamil Nadu 602117",India,393,141.0,252.0,(35.9)%,(64.1)%,393.0
591,Stanfab Apparels Pvt Ltd Unit 7,"Survey No 1/190 5 and 6 Door No 214/1 Kungumapalayam Main RoadGanapathipalayam Village Tiruppur Tamil Nadu 641605",India,174,120.0,54.0,(69.0)%,(31.0)%,174.0
592,Subasri Textile 155/1B,"SF No 155 1B Pooluvapatti Pirivu Vavipalayam Road Neruperchill Village PNRoad Tiruppur Tamil Nadu 641602",India,260,187.0,73.0,(71.9)%,(28.1)%,260.0
593,Suriyaa Knitwear,"S F No 480/1-B 1 Suriyaa Building K Chettipalayam Dharapuram RoadTiruppur Tamil Nadu 641 608",India,276,175.0,101.0,(63.4)%,(36.6)%,276.0
594,Texport Syndicate I Ltd,"85 (Basement) Industrial Suburb 2nd phase Yeshwanthpur BangaloreKarnataka 560 022",India,1007,273.0,734.0,(27.1)%,(72.9)%,1007.0
595,Texport Syndicate I Ltd AP2,"Sy No 528-3 528-4 & 529-5 NH-44 Near Koduru Cross Koduru (V) Chilmathur(M) Anantpuram Andhra Pradesh 515601",India,1266,142.0,1124.0,(11.2)%,(88.8)%,1266.0
596,Texport Syndicate I Ltd Unit 9,"Survey No 3 Plot No 9-B/1 Peenya Industrial Area Chokkasandra BangaloreKarnataka 560058",India,1657,378.0,1279.0,(22.8)%,(77.2)%,1657.0
597,Texwiz Private Limited,E-132 MIDC Area District Palghar Tarapur Maharashtra 401506,India,1054,495.0,559.0,(47.0)%,(53.0)%,1054.0
598,Tunic Fashion Apparel Unit 2,10B KMG Nagar 1st Street Velliankadu Thennampalayam Tamil Nadu 641604,India,132,89.0,43.0,(67.4)%,(32.6)%,132.0
599,Unit 2 Stanfab Apparels Madavaram,767/1B 200 Feet Ring Road Madhavaram Chennai Tamil Nadu 600110,India,463,73.0,390.0,(15.8)%,(84.2)%,463.0
600,Unit 5 Stanfab Apparels Palipalayam,"4 136 Namakkal Ganapathi Palayam Kalinoor post Tiruchengode PallipalayamTamil Nadu 638 008",India,500,173.0,327.0,(34.6)%,(65.4)%,500.0
601,Vasudev Impex Pvt Ltd,C-30 Industrial Estate Hathras Uttar Pradesh 204101,India,35,33.0,2.0,(94.3)%,(5.7)%,35.0
602,Visitor Garments,"3 Om Sakthi Nagar II Street KPN Colony 3rd Street Extn Tiruppur Tamil Nadu641602",India,155,91.0,64.0,(58.7)%,(41.3)%,155.0
603,Visitor Knit Fashions,"2/409 S Periypalayam Uthukuli Main Road Coimbatore Tiruppur Tamil Nadu641607",India,191,137.0,54.0,(71.7)%,(28.3)%,191.0
604,Pownall & Hampson Ltd,Greencastle Parade Coolock Ind Est Dublin Leinster D17,Ireland,103,53.0,50.0,(51.5)%,(48.5)%,103.0
605,The Soft Bedding Company,The Demesne Westport Co Mayo F28 YD8,Ireland,32,24.0,8.0,(75.0)%,(25.0)%,32.0
606,Calzificio Bram srl,Via Europa Unita 2 Casaloldo Montova Lombardy 46040,Italy,62,42.0,20.0,(67.7)%,(32.3)%,62.0
607,Calzificio FAP SPA,via Don Primo Mazzolari 9 Casaloldo Mantua 46040,Italy,246,145.0,101.0,(58.9)%,(41.1)%,246.0
608,Gizeta Calze Srl,Via Medole 8/10 Castel Goffredo Mantova Lombardy 46042,Italy,96,46.0,50.0,(47.9)%,(52.1)%,96.0
609,VMC SRL,Via Luigi Gramatica 38 25023 Gottolengo Brescia Lombardy 25023,Italy,53,45.0,8.0,(84.9)%,(15.1)%,53.0
610,Confection Salsabile SARL,"Industrial Zone Al Majd Lot 826 & 857 Tangier Tangier Tetouan Al Hoceima90080",Morocco,559,234.0,325.0,(41.9)%,(58.1)%,559.0
611,Al Rahim Textile Industries,A 188 Road No 05 SITE Nooriabad Karachi Sindh 73090,Pakistan,3325,3323.0,2.0,(99.9)%,(0.1)%,3325.0
612,Ambition Apparel,20 Km Off Ferozepur Road Glaxo Town Lahore Punjab 54600,Pakistan,2118,2013.0,105.0,(95.0)%,(5.0)%,2118.0
613,Artistic Denim Mills Limited,Plot 23 24 Sector 16 Korangi Industrial Area Karachi Sindh 74900,Pakistan,2862,2665.0,197.0,(93.1)%,(6.9)%,2862.0
614,Ayesha Fabrics,21 Km off Ferozpur Road Lahore Punjab 54600,Pakistan,249,243.0,6.0,(97.6)%,(2.4)%,249.0
615,AZ Apparel PVT Ltd,"Chak 117 J B Near Paharang Drainage Millat Road Dhanola FaisalabadPunjab 37600",Pakistan,2988,2883.0,105.0,(96.5)%,(3.5)%,2988.0
616,Crown Textile,F-352 A Site Area Karachi Sindh 75890,Pakistan,611,566.0,45.0,(92.6)%,(7.4)%,611.0
617,Gohar Textile Mills Pvt Ltd 3KM,3 5 KM Chak Jhumrah Road Khurrianwala Faisalabad Punjab 37630,Pakistan,1990,1945.0,45.0,(97.7)%,(2.3)%,1990.0
618,Interloop Limited HDI,1 Km Khurrianwala Jaranwala Road Faisalabad Punjab 37630,Pakistan,5299,4777.0,522.0,(90.1)%,(9.9)%,5299.0
619,Interloop Ltd HD 2,7 Km Khurrianwala Jaranwala Road Khurrianwala Faisalabad Punjab 37630,Pakistan,8460,7689.0,771.0,(90.9)%,(9.1)%,8460.0
620,Kamal Limited,4KM Jaranwala Road Khurrianwala Faisalabad Punjab 37630,Pakistan,1945,1809.0,136.0,(93.0)%,(7.0)%,1945.0
621,Kay & Emms Pvt Ltd,117 JB Dhanola Millat Road Faisalabad Punjab 37600,Pakistan,2984,2797.0,187.0,(93.7)%,(6.3)%,2984.0
622,Saad Textile Mills Pvt Ltd,"1 KM Defence Road Bhupatian Chowk Opp Comsats University Lahore Punjab54000",Pakistan,272,235.0,37.0,(86.4)%,(13.6)%,272.0
623,Sadaqat Ltd,2 km Sahianwala Road Khurrianwala Faisalabad Punjab 37630,Pakistan,8010,7363.0,647.0,(91.9)%,(8.1)%,8010.0
624,Shami Textiles,21 KM Off Feroze Pur Road Near Rohi Nala Lahore Punjab 54600,Pakistan,189,180.0,9.0,(95.2)%,(4.8)%,189.0
625,Soorty Enterprises Pvt Ltd FB Area Unit 1,Plot 03 Block 05 Federal Block Area Karachi Sindh 75950,Pakistan,2476,2193.0,283.0,(88.6)%,(11.4)%,2476.0
626,"Soorty Enterprises Pvt Ltd Korangi IndustrialArea Unit 2",Plot 26 Sector 23 Korangi Industrial Area Karachi Sindh 74900,Pakistan,4326,3900.0,426.0,(90.2)%,(9.8)%,4326.0
627,Soorty Enterprises Pvt Ltd Unit 10,Plot 42 1 Sector 15 Korangi Industrial Area Sindh Karachi 74900,Pakistan,1860,1520.0,340.0,(81.7)%,(18.3)%,1860.0
628,US Apparel & Textile Pvt Ltd Unit 3 & 4,Anam Road 20 Km Ferozepur Road Glaxo Town Lahore 54600,Pakistan,6308,5431.0,877.0,(86.1)%,(13.9)%,6308.0
629,US Apparel & Textiles Pvt Ltd US 1 R,Plot 253 A Sundar Industrial State Raiwind Road Lahore Punjab 55150,Pakistan,1235,1152.0,83.0,(93.3)%,(6.7)%,1235.0
630,US Apparel Pvt Ltd Unit 5,3 km Defence Raiwind Road Lahore Punjab 55150,Pakistan,3995,3375.0,620.0,(84.5)%,(15.5)%,3995.0
631,Linora SRO,Hencovska 287 Henkovce Vranov nad Toplou District 09302,Slovakia,219,32.0,187.0,(14.6)%,(85.4)%,219.0
632,CNF Co Ltd,29 Gongdan Ro 140 Beon Gil Gunpo-si Gyeonggi-do Gyeonggi-do,South Korea,494,148.0,346.0,(30.0)%,(70.0)%,494.0
633,Bodyline (PVT) LTD (BPL II),Kalawellawa Road Pimbura Agalawatta Central 12200,Sri Lanka,2591,374.0,2217.0,(14.4)%,(85.6)%,2591.0
634,D2 Clothing Pvt Limited,Lake Road Pandalugama Anuradhapura North Central 02120,Sri Lanka,1346,223.0,1123.0,(16.6)%,(83.4)%,1346.0
635,Design Studio Manufacturing Pvt Ltd,60 Puttalam Road Ethawa Awulegama North Western 60400,Sri Lanka,653,147.0,506.0,(22.5)%,(77.5)%,653.0
636,DSL Lanka (Pvt) Limited,"Yatagala industrial Zone Meegaspitiya Road Uragasmanhandiya Southern80350",Sri Lanka,626,149.0,477.0,(23.8)%,(76.2)%,626.0
637,First Steps Babywear Lanka Private Limited,No 43 3 Modarawila Industrial Zone Modarawila Panadura Western 12500,Sri Lanka,534,219.0,315.0,(41.0)%,(59.0)%,534.0
638,Global Intimates Kurunagala Pvt Ltd,Colombo Road Boyaganne Kurunagala North Western 40514,Sri Lanka,402,138.0,264.0,(34.3)%,(65.7)%,402.0
639,Mila Fashions Pvt Ltd,Building No 3 Industrial Estate Sampathnuwara Welioya Northern 50585,Sri Lanka,499,165.0,334.0,(33.1)%,(66.9)%,499.0
640,Nobles Manufacturing Pvt Ltd,Lot 5 Kandy Industrial Park BOI Pallekale Kundasale Central 20168,Sri Lanka,729,334.0,395.0,(45.8)%,(54.2)%,729.0
641,Norlanka Manufacturing Colombo Ltd,Jayapura Thambalagamuwa Trincomalee Estern North Eastern 31006,Sri Lanka,904,239.0,665.0,(26.4)%,(73.6)%,904.0
642,Rainbow Fashions Private Limited,Thalawa Road Kunchikulama Ipalogama North Central 50280,Sri Lanka,970,219.0,751.0,(22.6)%,(77.4)%,970.0
643,Randhi International Pvt Ltd,Medagama Monaragala Ayiwela Uva 91550,Sri Lanka,587,129.0,458.0,(22.0)%,(78.0)%,587.0
644,Red Box LK Pvt Ltd,Urubokka Road Katuwana Southern 82270,Sri Lanka,325,53.0,272.0,(16.3)%,(83.7)%,325.0
645,Rich Light Apparels Pvt Ltd,Kiribathgala Estate Nivithigala Road Dela Ratnapura Sabaragamuwa 20000,Sri Lanka,454,108.0,346.0,(23.8)%,(76.2)%,454.0
646,Rich Light Exports Private Limited,Anuradhapura Road Thibbatuwewa Kekirawa North Central 50100,Sri Lanka,771,154.0,617.0,(20.0)%,(80.0)%,771.0
647,Sisalu Fashions Pvt Ltd,Mandalagiriya Medirigiriya Polonnaruwa North Central 51500,Sri Lanka,666,219.0,447.0,(32.9)%,(67.1)%,666.0
648,Triple Safety Pvt Ltd,Export Processing Zone Mirijjawila Hambantota Southern 82000,Sri Lanka,594,157.0,437.0,(26.4)%,(73.6)%,594.0
649,"S&J International Enterprises Public CompanyLimited",600/4 Moo 11 Sukaphiban 8 Road Nongkham Srircha Chinbur 20230,Thailand,1834,485.0,1349.0,(26.4)%,(73.6)%,1834.0
650,Adas Trakya Giyim San Tic Ltd Sti,23 Kasim Cad 164 Havsa Haci Gazi Mah Edirne Edirne 22500,Turkiye,253,75.0,178.0,(29.6)%,(70.4)%,253.0
651,Adas Trakya Istanbul Branch,No 59A Bagcilar Baglar Mh Osmanpasa Cd Istanbul Istanbul 34212,Turkiye,22,18.0,4.0,(81.8)%,(18.2)%,22.0
652,"Adolteks Tekstil Sanayi Ve Ticaret LimitedSirketi","Karaduvar Serbest Bolge Mah Sebest Bolge Bulvari 23 1 Merkez Koyu AkdenizMersin Mersin 33020",Turkiye,163,98.0,65.0,(60.1)%,(39.9)%,163.0
653,Ahmet Yilmaz Lale Tekstil,"Dis Kapi No 38 36 Serbest Bolge Bulvari Karaduvar Mahallesi Mersin Mersin33020",Turkiye,161,88.0,73.0,(54.7)%,(45.3)%,161.0
654,Akim Hazir Giyim Sanayi ve Ticaret Limited,Aksemsettin Mah 229 Sok No 3B Kat 1 Esenyurt Istanbul Istanbul 34510,Turkiye,83,37.0,46.0,(44.6)%,(55.4)%,83.0
655,"Aksan Konfeksiyon Sanayi Ve Ticaret LimitedSirket",Cadde No 20/1 Karaduvar Mah Serbest Bolge 2 Akdeniz Mersin Mersin 33020,Turkiye,154,79.0,75.0,(51.3)%,(48.7)%,154.0
656,Aras Tekstil Erhan Zararsiz,"Karaduvar Mahallesi Serbest Bolge 11 Cadde No 16 Akdeniz Mersin Mersin33020",Turkiye,150,79.0,71.0,(52.7)%,(47.3)%,150.0
657,Ayteks Duzce Tekstil,"Duzce Organize Sanayi Cad No 4 4a 81600 Bolgesi Istiklal Mah 2 BeykoyDuzce Duzce 81060",Turkiye,69,10.0,59.0,(14.5)%,(85.5)%,69.0
658,Basak Hazir Giyim San Tic Ltd Sti,"Bostanbuku Koyu Adalar Mevkii No 1 Safranbolu Ataturk Caddesi KarabukKarabuk 78602",Turkiye,115,10.0,105.0,(8.7)%,(91.3)%,115.0
659,Basak Tekstil San ve Tic Ltd Sti Tosya Branch,"Karasapaca Koyu Kurtbeli Mevkii OSB 4 Cd 6 1 Tosya Kastamonu Kastamonu37302",Turkiye,88,23.0,65.0,(26.1)%,(73.9)%,88.0
660,Basak Tekstil Sanayi ve Ticaret Limited Sirketi,Organize Sanayi Bolgesi 4 Cadde No 4 Caycuma Zonguldak Zonguldak 67900,Turkiye,145,49.0,96.0,(33.8)%,(66.2)%,145.0
661,Batman Azya Tekstil Urunleri San ve Tic AS,Cad No 16 Organize Sanayi Bolgesi 2 Besiri Batman Batman 72202,Turkiye,221,107.0,114.0,(48.4)%,(51.6)%,221.0
662,Baykan Moda A.S,"Turgutbey Cad T C K Bakim Parki Lojmani Arkasi Turgutbey Koyu LuleburgazKirklareli 39750",Turkiye,804,378.0,426.0,(47.0)%,(53.0)%,804.0
663,"BFF Kozmetik Plastik Urunleri ve Tur San TicAS","KOSB Sitesi No 63 Tuzla Melek Aras Bulvari Aydinli KOSB Mahallesi IstanbulIstanbul 34953",Turkiye,290,95.0,195.0,(32.8)%,(67.2)%,290.0
664,Bilgen Tekstil,Eti Sokak No 19 1 Kavacik Mah Beykoz Istanbul Istanbul,Turkiye,34,0.0,34.0,(0.0)%,(100.0)%,34.0
665,Detay Tekstil Petrol Tar Ur San ve Tic Ltd Sti,"Guvercin Cad Mavikus SK No24 Kanarya Mah Kucukcekmece Istanbul Istanbul34290",Turkiye,161,74.0,87.0,(46.0)%,(54.0)%,161.0
666,Diko Tekstil Esenyurt,Zafer Mah 146 sokak No 24/1 Esenyurt Istanbul Istanbul 34194,Turkiye,186,80.0,106.0,(43.0)%,(57.0)%,186.0
667,DiLa Main Factory,Cad No 16 Kelkit Osb Mah Beylikbuku Erbaa Tokat Tokat 60500,Turkiye,401,186.0,215.0,(46.4)%,(53.6)%,401.0
668,Ecem Tekstil Ismail Elci,Serbest Bolge Blv No 33 Karaduvar Sb Mah Akdeniz Mersin Mersin 33020,Turkiye,136,67.0,69.0,(49.3)%,(50.7)%,136.0
669,Erkul Kozmetik Tic Ve San AS,Petrol Ofisi Cd No 1 Avcilar Cihangir Mh Istanbul Istanbul 34310,Turkiye,514,313.0,201.0,(60.9)%,(39.1)%,514.0
670,FAMAG Tekstil San Ve Tic Ltd Sti,Cad No 7 Kelkit Osb Mah Beylikbuku Erbaa Tokat Tokat 60500,Turkiye,218,116.0,102.0,(53.2)%,(46.8)%,218.0
671,Farex Tekstil San ve Tic Ltd Sti,Irmi Mahallesi 4211 Sokak No 9 Merkez Batman 72040,Turkiye,212,109.0,103.0,(51.4)%,(48.6)%,212.0
672,Fourstone Tekstil San Tic Limited Sirketi,100 Ataturk Cd Aziziye Mh Saray Tekirdag Tekirdag 59610,Turkiye,130,61.0,69.0,(46.9)%,(53.1)%,130.0
673,Grup Orme Tekstil Sanayi Ticaret Limited,Kilicli Sk No 24 2 Demirkapi Mah 1607 Bagcilar Istanbul Istanbul 34218,Turkiye,85,43.0,42.0,(50.6)%,(49.4)%,85.0
674,Grupema Tekstil Sanayi Tic Ltd,"Sok No 1 Evren Cad 1 Gunesli Mah Uskup cd 1264 2 Bagcilar Istanbul Istanbul34212",Turkiye,93,27.0,66.0,(29.0)%,(71.0)%,93.0
675,HMA Tekstil San Ve Tic Ltd Sti,"Hoca Ahmet Yesevi Bulvari Ugur Mumcu Mah 2271 Sok No 17 5 SultangaziIstanbul Istanbul 34882",Turkiye,88,40.0,48.0,(45.5)%,(54.5)%,88.0
676,"Icel Efor Tekstil Gida Ins Ihr Ith San Ve Tic LtdSti",Cadde No 39 Serbest Bolge 6 Karaduvar Mah Akdeniz Mersin Mersin 33020,Turkiye,199,96.0,103.0,(48.2)%,(51.8)%,199.0
677,IPA Giyim Tekstil Huseyin Altunisik,No 18 1 Caddesi Hamidiye Mahellesi Kobi Niksar Tokat Tokat 60630,Turkiye,138,49.0,89.0,(35.5)%,(64.5)%,138.0
678,"Ist Denim Tekstil Ins Gida Nak Turz San Tic LtdSti",Etap 6 Cad No 8 Yaytas Mah OSB 1 Yenisehir Diyarbakir 21120,Turkiye,223,101.0,122.0,(45.3)%,(54.7)%,223.0
679,Mola Tekstil Insaat San Ve Tic Ltd Sti,"Bulancak Organize Sanayi Bolgesi Cadde no 19 Koyu 2 Osb Mevkii 5Pazarsuyu Bulancak Giresun 28302",Turkiye,285,79.0,206.0,(27.7)%,(72.3)%,285.0
680,Mt Konfeksiyon Sanayi Ticaret Limited Sirketi,"Cadde No 2/21 Serbest Bolge 12 Karaduvar Mahallesi Akdeniz Mersin Mersin33020",Turkiye,152,73.0,79.0,(48.0)%,(52.0)%,152.0
681,Oryateks Giyim Edirne,"Namik Kemal Mevkii Cevre Yolu Sokak No 1 Kurtbey Koyu UzunkopruUzunkopru Edirne 22402",Turkiye,78,16.0,62.0,(20.5)%,(79.5)%,78.0
682,Oryateks Giyim Istanbul,"Merkez Mahallesi Koyalti mevkii Sedir Sokak No 6 Yenibosna BahcelievlerIstanbul Istanbul 34197",Turkiye,36,26.0,10.0,(72.2)%,(27.8)%,36.0
683,"Oz Hayat Tekstil Sanayi Ve Ticaret LimitedSirketi","No 10 Ic Kapi No 2 Karaduvar Sb Mah Serbest Bolge Blv Khl KofeksiyonMersin Mersin 33020",Turkiye,147,66.0,81.0,(44.9)%,(55.1)%,147.0
684,Ozkat Giyim San Ve Tic AS,NO 17 Yazicioglu Cd Akcaburgaz Mh Muhsin Esenyurt Istanbul Istanbul 34522,Turkiye,42,31.0,11.0,(73.8)%,(26.2)%,42.0
685,Ozkoc Moda San Tic Ltd,Abdi Ipekci Cad No 55 Karsiyaka Mah Birecik Sanliurfa Sanliurfa 63320,Turkiye,155,8.0,147.0,(5.2)%,(94.8)%,155.0
686,Ozsuara Tekstil Ve Turizm San Ve Tic Ltd Sti,No 35 Kat Zemin 677 Sokak Merkez Mah Bagcilar Istanbul Istanbul 34212,Turkiye,41,16.0,25.0,(39.0)%,(61.0)%,41.0
687,Penti 1 Corap Sanayi Ve Tic AS,Turkgucu Osb Bulvari No 8 Bulent Ecevit Corlu Tekirdag Tekirdag 59851,Turkiye,649,242.0,407.0,(37.3)%,(62.7)%,649.0
688,Penti 2 Corap Sanayi Ve Tic,Turkgucu Osb Cad No 36 38 Yilmaz Alpaslan Corlu Tekirdag Tekirdag 59850,Turkiye,423,80.0,343.0,(18.9)%,(81.1)%,423.0
689,Polat Tekstil San Ve Tic Ltd Sti,Mandira Yolu No 40 1 Inonu Mah Esenyurt B Cekmece Istanbul Istanbul 34580,Turkiye,179,68.0,111.0,(38.0)%,(62.0)%,179.0
690,Raysi Konfeksiyon San Ve Tic Ltd,Karaduvar Serbest Bolge Mah 12 Cadde No 9 Akdeniz Mersin Mersin 33020,Turkiye,150,71.0,79.0,(47.3)%,(52.7)%,150.0
691,RN Tekstil Avcilar,Aziz Cad No 19 Firuzkoy Mah Avcilar Istanbul Istanbul 34325,Turkiye,155,72.0,83.0,(46.5)%,(53.5)%,155.0
692,Saturn Giyim San Ve Tic Ltd Sti,"Varos Mah E5 Karayolu Kumeevleri No 1 Ickapi No 0 Havsa Edirne Edirne22500",Turkiye,86,17.0,69.0,(19.8)%,(80.2)%,86.0
693,Saygi Moda Tekstil,"Halkali Merkez Mah No 1 Ic Kapi No 1 Caliskan Sk Burcu Is Merkezi HalkaliMerkez Mah Kucukcekmece Istanbul",Turkiye,101,45.0,56.0,(44.6)%,(55.4)%,101.0
694,SE Tekstil Diyarbakir,"Osb 7 Cad No 37 Yenisehir Dokmetas Mah Tekstil Ihtisas Diyarbakir Diyarbakir21000",Turkiye,128,43.0,85.0,(33.6)%,(66.4)%,128.0
695,Sembol Camasir Sanayi Ve Tic Ltd,"1 Cadde No 9 21 Dokmetas Mahallesi Tekstil Ihtisas OSB Diyarbakir Diyarbakir21050",Turkiye,155,51.0,104.0,(32.9)%,(67.1)%,155.0
696,Sik Makas Giyim Sanayi ve Ticaret,"Organize Sanayi Bolgesi Redep Yazicioglu Bulv 2 Kisim No 34 2 Merkez TokatTokat 60630",Turkiye,2785,1528.0,1257.0,(54.9)%,(45.1)%,2785.0
697,"Sik Makas Giyim Sanayi ve Ticaret A S Factory1 Corlu","Velimese Osb Corlu Cerkezkoy yolu cd No 10 1 Ergene Corlu TekirdagTekirdag 59930",Turkiye,1712,586.0,1126.0,(34.2)%,(65.8)%,1712.0
698,SMM Tekstil A.S.,Organize Sanayi Bolgesi 8 Yol No 22 Yazikonak Elazig Elazig 23180,Turkiye,208,65.0,143.0,(31.2)%,(68.8)%,208.0
699,"Tekstil Endustri Insaat Gida Ithalat Ihracat SanVe Tic Ltd Sti","No 19 Taspinar Belediyesi Erenler OSB Mahallesi Ataturk Bulvari AksarayAksaray 68220",Turkiye,209,77.0,132.0,(36.8)%,(63.2)%,209.0
700,Timhan Klim Sog Teks Kim San Ve Tic Ltd Sti,Ovaakca Merkez Mah Yigithan Sok No 4 Osmangazi Bursa 16335,Turkiye,140,28.0,112.0,(20.0)%,(80.0)%,140.0
701,Tokat Umut Tekstil San Ve Tic,"Bedestenlioglu Osb Mah Vali Recep Yazicioglu Bulvari No 39 Tokat Merkez60100",Turkiye,568,334.0,234.0,(58.8)%,(41.2)%,568.0
702,Tuter Corap Sanayi Ve Dis Ticaret Ltd Sti,"Dolum Tesisleri Yolu Sehit Komando Onbası Ugur Hanci Sok No7 AmbarliAvcilar Istanbul Istanbul 34310",Turkiye,268,165.0,103.0,(61.6)%,(38.4)%,268.0
703,Yedi Basak Tekstil Devrek Branch,"Yeni Mevkii Koy Sokak No 67 Gurbuzler Koyu Merkez Bucagi DevrekZonguldak Zonguldak 67800",Turkiye,150,37.0,113.0,(24.7)%,(75.3)%,150.0
704,Zen Tekstil Mehmet Emin Parmaksiz,4726 Sokak No 1B Karabaglar Karabaglar Izmir 35120,Turkiye,89,22.0,67.0,(24.7)%,(75.3)%,89.0
705,Amelia Knight UK Manufacturing,Milburn Road Cobridge Stoke on Trent Staffordshire ST6 2LA,United Kingdom,115,26.0,89.0,(22.6)%,(77.4)%,115.0
706,Barony Universal Products Plc,5 Riverside Business Park Irvine Ayrshire KA11 5DJ,United Kingdom,384,264.0,120.0,(68.8)%,(31.2)%,384.0
707,Comfy Quilts Ltd Stakehill,"Unit 29 Finlan Road Stakehill Industrial Estate Middleton Greater ManchesterM24 2RW",United Kingdom,365,247.0,118.0,(67.7)%,(32.3)%,365.0
708,Cosmarida,Unit 4 Provincial Park NetherLane Sheffield South Yorkshire S35 9ZX,United Kingdom,113,46.0,67.0,(40.7)%,(59.3)%,113.0
709,John Cotton Home Textiles,Nunbrook Mills Huddersfield Road Mirfield West Yorkshire WF14 0EH,United Kingdom,304,219.0,85.0,(72.0)%,(28.0)%,304.0
710,Kirker Europe Ltd,Unit 6a Inverbreakie Industrial Estate Invergordon Ross & Cromarty IV18 0QR,United Kingdom,60,29.0,31.0,(48.3)%,(51.7)%,60.0
711,Rockline Industries Ltd Redditch,Heming Road Redditch Worcestershire B98 0DH,United Kingdom,500,357.0,143.0,(71.4)%,(28.6)%,500.0
712,Swan Paper Mill Company Ltd,Unit 48 Hirwaun Industrial Estate Hirwaun Aberdare Glamorgan CF44 9UP,United Kingdom,27,17.0,10.0,(63.0)%,(37.0)%,27.0
713,Aroma Bay Candles ltd,"355 Mac Dang Doanh Street Hung Dao Ward Duong Kinh District Hai PhongCity Hai Phong City 04907",Vietnam,2401,1081.0,1320.0,(45.0)%,(55.0)%,2401.0
714,Chi Nhanh Cong Ty Co Phan Bao Bi Dai Luc,Lot 2 Street No 06 Loi Binh Nhon Industrial Zone Tan An City Long An 82112,Vietnam,773,524.0,249.0,(67.8)%,(32.2)%,773.0
715,Gia Lai Garment JSC,Ly Thai To Street Yen Do Ward Pleiku Gia Lai 61111,Vietnam,615,106.0,509.0,(17.2)%,(82.8)%,615.0
716,Hoa Sen Phu Tho Garment Co Ltd,Area 10 Phong Chau Town Phu Ninh District Phu Ninh District Phu Tho 35206,Vietnam,343,61.0,282.0,(17.8)%,(82.2)%,343.0
717,Nam & Co London Co Ltd,Dong Huong IZ Dong Huong Commune Kim Son district Ninh Binh 08717,Vietnam,619,141.0,478.0,(22.8)%,(77.2)%,619.0
718,Namyang Delta Co Ltd,"Land Plot XN 2 3 Dai An Expansion Industrial Zone Hai Duong Hai Duong03126",Vietnam,1199,74.0,1125.0,(6.2)%,(93.8)%,1199.0
719,Nha be Joint Stock Company,"4 Ben Nghe Street Tan Thuan Dong Ward Ho Chi Minh City Ho Chi Minh72909",Vietnam,951,310.0,641.0,(32.6)%,(67.4)%,951.0
720,NY Hoa Viet Co Ltd,"Chau Tu Hamlet Chau Loc commune Hau Loc District Thanh Hoa Thanh Hoa40425",Vietnam,2229,237.0,1992.0,(10.6)%,(89.4)%,2229.0
721,Phu Tai Linh Service and Trading Company,"Phu Co Commune Quyet Tien Village Tien Lang District Hai Phong Hai Phong05207",Vietnam,131,37.0,94.0,(28.2)%,(71.8)%,131.0
722,Truong Son Joint Garments Stock Company,"Truong Son Residential Area Hoa Nghia Ward Duong Kinh District Hai PhongHai Phong 04910",Vietnam,217,76.0,141.0,(35.0)%,(65.0)%,217.0
723,Viet My Garment Joint Stock Company,"National Highway 91 Chau Doc Bypass Chau Long 8 Hamlet Chau Phu B WardChau Doc An Giang 90506",Vietnam,455,95.0,360.0,(20.9)%,(79.1)%,455.0
724,Vinatex Bac Lieu Manufactory,Lot D2 Tra Kha Industrial zone Ward 8 Bac Lieu Bac Lieu 97109,Vietnam,1048,252.0,796.0,(24.0)%,(76.0)%,1048.0
725,Vinatex Huong Tra Garment Co Ltd,"Lot CN3 Tu Ha Industrial Zone Tu Ha Ward Huong Tra Town Thua Thien Hue49406",Vietnam,438,84.0,354.0,(19.2)%,(80.8)%,438.0
726,Xuan Hoang Trading Co Ltd,"Group 16th 02th Hamlet Phu Ninh Commune Tam Nong District Dong Thap81314",Vietnam,392,120.0,272.0,(30.6)%,(69.4)%,392.0
